instance_size,weight,s2_config,r_tr_mean,r_tr_std,r_tr_ci_lo,r_tr_ci_hi,r_tr_n,r_1_mean,r_1_std,r_1_ci_lo,r_1_ci_hi,r_1_n,k_1_mean,k_1_std,k_1_ci_lo,k_1_ci_hi,k_1_n,nominal_cost_mean,nominal_cost_std,nominal_cost_ci_lo,nominal_cost_ci_hi,nominal_cost_n,s1_dispatch_cost_mean,s1_dispatch_cost_std,s1_dispatch_cost_ci_lo,s1_dispatch_cost_ci_hi,s1_dispatch_cost_n,s2_dispatch_cost_mean,s2_dispatch_cost_std,s2_dispatch_cost_ci_lo,s2_dispatch_cost_ci_hi,s2_dispatch_cost_n,s1_time_mean,s1_time_std,s1_time_ci_lo,s1_time_ci_hi,s1_time_n,s2_time_mean,s2_time_std,s2_time_ci_lo,s2_time_ci_hi,s2_time_n,r_heaviest_single_0.2_mean,r_heaviest_single_0.2_std,r_heaviest_single_0.2_ci_lo,r_heaviest_single_0.2_ci_hi,r_heaviest_single_0.2_n,r_heaviest_single_0.4_mean,r_heaviest_single_0.4_std,r_heaviest_single_0.4_ci_lo,r_heaviest_single_0.4_ci_hi,r_heaviest_single_0.4_n,r_heaviest_single_0.6_mean,r_heaviest_single_0.6_std,r_heaviest_single_0.6_ci_lo,r_heaviest_single_0.6_ci_hi,r_heaviest_single_0.6_n,r_heaviest_single_0.8_mean,r_heaviest_single_0.8_std,r_heaviest_single_0.8_ci_lo,r_heaviest_single_0.8_ci_hi,r_heaviest_single_0.8_n,r_heaviest_global_0.2_mean,r_heaviest_global_0.2_std,r_heaviest_global_0.2_ci_lo,r_heaviest_global_0.2_ci_hi,r_heaviest_global_0.2_n,r_heaviest_global_0.4_mean,r_heaviest_global_0.4_std,r_heaviest_global_0.4_ci_lo,r_heaviest_global_0.4_ci_hi,r_heaviest_global_0.4_n,r_heaviest_global_0.6_mean,r_heaviest_global_0.6_std,r_heaviest_global_0.6_ci_lo,r_heaviest_global_0.6_ci_hi,r_heaviest_global_0.6_n,r_heaviest_global_0.8_mean,r_heaviest_global_0.8_std,r_heaviest_global_0.8_ci_lo,r_heaviest_global_0.8_ci_hi,r_heaviest_global_0.8_n
industrylite,5000,even,0.7,0.0333,0.6667,0.7333,3,0.8333,0.0,0.8333,0.8333,3,0.8333,0.0,0.8333,0.8333,3,32534.0,6347.2601,25215.0,36528.0,3,32534.0,6347.2601,25215.0,36528.0,3,29229.3333,4903.9397,23586.0,32455.0,3,90.1883,30.0305,60.151,120.212,3,600.023,0.0046,600.018,600.027,3,0.7111,0.0192,0.7,0.7333,3,0.7556,0.0509,0.7,0.8,3,0.7889,0.077,0.7,0.8333,3,0.7889,0.077,0.7,0.8333,3,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,3,0.0333,0.0334,0.0,0.0667,3,0.0778,0.0694,0.0,0.1333,3
industrylite,5000,full,0.7,0.0333,0.6667,0.7333,3,0.8111,0.0192,0.8,0.8333,3,0.8111,0.0192,0.8,0.8333,3,32534.0,6347.2601,25215.0,36528.0,3,32534.0,6347.2601,25215.0,36528.0,3,30098.3333,5061.0643,24270.0,33383.0,3,90.1883,30.0305,60.151,120.212,3,600.0323,0.0101,600.026,600.044,3,0.7111,0.0192,0.7,0.7333,3,0.7444,0.0509,0.7,0.8,3,0.7667,0.0667,0.7,0.8333,3,0.7889,0.0509,0.7333,0.8333,3,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,3,0.0667,0.0334,0.0333,0.1,3,0.1222,0.0385,0.1,0.1667,3
industrylite,7500,baseline,0.7333,0.0,0.7333,0.7333,3,0.7889,0.0192,0.7667,0.8,3,0.7889,0.0192,0.7667,0.8,3,35225.3333,4537.0094,30007.0,38236.0,3,35225.3333,4537.0094,30007.0,38236.0,3,26252.3333,2296.8179,24024.0,28612.0,3,120.2903,30.1406,90.187,150.468,3,600.032,0.0036,600.029,600.036,3,0.7444,0.0193,0.7333,0.7667,3,0.7556,0.0193,0.7333,0.7667,3,0.7667,0.0,0.7667,0.7667,3,0.7889,0.0192,0.7667,0.8,3,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,3,0.0333,0.0577,0.0,0.1,3,0.0555,0.0694,0.0,0.1333,3
industrylite,7500,mixed,0.7333,0.0,0.7333,0.7333,3,0.8333,0.0,0.8333,0.8333,3,0.8333,0.0,0.8333,0.8333,3,35225.3333,4537.0094,30007.0,38236.0,3,35225.3333,4537.0094,30007.0,38236.0,3,26252.3333,2296.8179,24024.0,28612.0,3,120.2903,30.1406,90.187,150.468,3,600.034,0.0087,600.029,600.044,3,0.7333,0.0,0.7333,0.7333,3,0.7444,0.0193,0.7333,0.7667,3,0.7444,0.0193,0.7333,0.7667,3,0.8222,0.0192,0.8,0.8333,3,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,3,0.0778,0.0509,0.0333,0.1333,3,0.1556,0.0839,0.0667,0.2333,3
industrylite,7500,even,0.7333,0.0,0.7333,0.7333,3,0.8111,0.0694,0.7333,0.8667,3,0.8111,0.0694,0.7333,0.8667,3,35225.3333,4537.0094,30007.0,38236.0,3,35225.3333,4537.0094,30007.0,38236.0,3,31385.6667,2200.65,29250.0,33646.0,3,120.2903,30.1406,90.187,150.468,3,600.034,0.0036,600.03,600.037,3,0.7556,0.0193,0.7333,0.7667,3,0.7556,0.0193,0.7333,0.7667,3,0.7667,0.0334,0.7333,0.8,3,0.7667,0.0334,0.7333,0.8,3,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,3,0.1111,0.0385,0.0667,0.1333,3,0.1889,0.0839,0.1,0.2667,3
industrylite,7500,full,0.7333,0.0,0.7333,0.7333,3,0.8,0.0577,0.7333,0.8333,3,0.8,0.0577,0.7333,0.8333,3,35225.3333,4537.0094,30007.0,38236.0,3,35225.3333,4537.0094,30007.0,38236.0,3,30739.0,3113.7302,28773.0,34329.0,3,120.2903,30.1406,90.187,150.468,3,600.0317,0.0038,600.029,600.036,3,0.7556,0.0193,0.7333,0.7667,3,0.7778,0.0385,0.7333,0.8,3,0.7778,0.0385,0.7333,0.8,3,0.8,0.0577,0.7333,0.8333,3,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,3,0.0555,0.0385,0.0333,0.1,3,0.1222,0.0509,0.0667,0.1667,3
industrylite,10000,baseline,0.7111,0.0385,0.6667,0.7333,3,0.8333,0.0334,0.8,0.8667,3,0.8333,0.0334,0.8,0.8667,3,30968.3333,6560.9089,24219.0,37323.0,3,30968.3333,6560.9089,24219.0,37323.0,3,24780.6667,4862.7739,19567.0,29193.0,3,120.261,30.0162,90.187,150.219,3,600.0253,0.0055,600.02,600.031,3,0.7111,0.0385,0.6667,0.7333,3,0.7445,0.0385,0.7,0.7667,3,0.7556,0.0509,0.7,0.8,3,0.8333,0.0334,0.8,0.8667,3,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,3,0.0111,0.0192,0.0,0.0333,3,0.1222,0.0962,0.0667,0.2333,3
industrylite,10000,mixed,0.7111,0.0385,0.6667,0.7333,3,0.8444,0.0193,0.8333,0.8667,3,0.8444,0.0193,0.8333,0.8667,3,30968.3333,6560.9089,24219.0,37323.0,3,30968.3333,6560.9089,24219.0,37323.0,3,24538.3333,4820.8067,19567.0,29193.0,3,120.261,30.0162,90.187,150.219,3,600.026,0.0066,600.02,600.033,3,0.7222,0.0509,0.6667,0.7667,3,0.7556,0.0193,0.7333,0.7667,3,0.7667,0.0,0.7667,0.7667,3,0.8444,0.0193,0.8333,0.8667,3,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,3,0.0555,0.0385,0.0333,0.1,3,0.1111,0.0509,0.0667,0.1667,3
industrylite,10000,even,0.7111,0.0385,0.6667,0.7333,3,0.8111,0.0192,0.8,0.8333,3,0.8111,0.0192,0.8,0.8333,3,30968.3333,6560.9089,24219.0,37323.0,3,30968.3333,6560.9089,24219.0,37323.0,3,28872.6667,6140.2415,22538.0,34798.0,3,120.261,30.0162,90.187,150.219,3,600.0267,0.0059,600.02,600.031,3,0.7334,0.0577,0.6667,0.7667,3,0.7556,0.077,0.6667,0.8,3,0.7667,0.0882,0.6667,0.8333,3,0.7667,0.0882,0.6667,0.8333,3,0.0,0.0,0.0,0.0,3,0.0111,0.0192,0.0,0.0333,3,0.0667,0.0667,0.0,0.1333,3,0.1,0.0333,0.0667,0.1333,3
industrylite,10000,full,0.7111,0.0385,0.6667,0.7333,3,0.8222,0.0192,0.8,0.8333,3,0.8222,0.0192,0.8,0.8333,3,30968.3333,6560.9089,24219.0,37323.0,3,30968.3333,6560.9089,24219.0,37323.0,3,29446.0,6529.5965,22896.0,35955.0,3,120.261,30.0162,90.187,150.219,3,600.0247,0.004,600.021,600.029,3,0.7334,0.0577,0.6667,0.7667,3,0.7556,0.077,0.6667,0.8,3,0.7778,0.0962,0.6667,0.8333,3,0.7778,0.0962,0.6667,0.8333,3,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,3,0.0889,0.0385,0.0667,0.1333,3,0.1,0.0333,0.0667,0.1333,3
industrylite,15000,baseline,0.7667,0.0,0.7667,0.7667,2,0.85,0.0236,0.8333,0.8667,2,0.85,0.0236,0.8333,0.8667,2,32648.0,1609.375,31510.0,33786.0,2,32648.0,1609.375,31510.0,33786.0,2,26884.5,1419.1633,25881.0,27888.0,2,105.3095,63.851,60.16,150.459,2,600.038,0.0156,600.027,600.049,2,0.7833,0.0235,0.7667,0.8,2,0.7833,0.0235,0.7667,0.8,2,0.8333,0.0,0.8333,0.8333,2,0.8333,0.0,0.8333,0.8333,2,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,2,0.0167,0.0235,0.0,0.0333,2,0.0333,0.0472,0.0,0.0667,2
industrylite,15000,mixed,0.7667,0.0,0.7667,0.7667,2,0.8334,0.0472,0.8,0.8667,2,0.8334,0.0472,0.8,0.8667,2,32648.0,1609.375,31510.0,33786.0,2,32648.0,1609.375,31510.0,33786.0,2,26884.5,1419.1633,25881.0,27888.0,2,105.3095,63.851,60.16,150.459,2,600.028,0.0085,600.022,600.034,2,0.7833,0.0235,0.7667,0.8,2,0.7833,0.0235,0.7667,0.8,2,0.8,0.0471,0.7667,0.8333,2,0.8167,0.0235,0.8,0.8333,2,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,2,0.05,0.0707,0.0,0.1,2,0.0833,0.1179,0.0,0.1667,2
industrylite,15000,even,0.7667,0.0,0.7667,0.7667,2,0.8167,0.0235,0.8,0.8333,2,0.8167,0.0235,0.8,0.8333,2,32648.0,1609.375,31510.0,33786.0,2,32648.0,1609.375,31510.0,33786.0,2,29457.0,1306.7333,28533.0,30381.0,2,105.3095,63.851,60.16,150.459,2,600.032,0.0071,600.027,600.037,2,0.7833,0.0235,0.7667,0.8,2,0.8,0.0,0.8,0.8,2,0.8167,0.0235,0.8,0.8333,2,0.8167,0.0235,0.8,0.8333,2,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,2,0.05,0.0707,0.0,0.1,2,0.0833,0.0707,0.0333,0.1333,2
industrylite,15000,full,0.7667,0.0,0.7667,0.7667,2,0.8334,0.0472,0.8,0.8667,2,0.8334,0.0472,0.8,0.8667,2,32648.0,1609.375,31510.0,33786.0,2,32648.0,1609.375,31510.0,33786.0,2,30562.5,2044.2457,29117.0,32008.0,2,105.3095,63.851,60.16,150.459,2,600.0315,0.0064,600.027,600.036,2,0.7833,0.0235,0.7667,0.8,2,0.7833,0.0235,0.7667,0.8,2,0.8,0.0,0.8,0.8,2,0.8334,0.0472,0.8,0.8667,2,0.0,0.0,0.0,0.0,2,0.0167,0.0235,0.0,0.0333,2,0.0333,0.0,0.0333,0.0333,2,0.1167,0.0235,0.1,0.1333,2
